date,20316875,20191440,20191442,20363824,20376057,20386898,20379358,103048,20160300
2016-03-18,4.0,2.0,,1.0,3.0,2.0,3.0,7.0,
2016-03-19,4.0,3.0,2.0,2.0,3.0,3.0,,26.0,3.0
2016-03-20,5.0,,1.0,2.0,3.0,2.0,,14.0,1.0
2016-03-21,2.0,1.0,1.0,1.0,1.0,3.0,,6.0,
2016-03-22,2.0,2.0,2.0,1.0,,3.0,3.0,11.0,1.0
2016-03-23,5.0,,,1.0,4.0,3.0,1.0,16.0,
2016-03-24,,1.0,5.0,,,1.0,3.0,4.0,3.0
2016-03-25,2.0,2.0,1.0,1.0,3.0,1.0,2.0,16.0,2.0
2016-03-26,1.0,2.0,,4.0,3.0,7.0,1.0,23.0,2.0
2016-03-27,2.0,4.0,1.0,,,1.0,1.0,8.0,1.0
2016-03-28,,,,,,,,,
2016-03-29,4.0,5.0,4.0,,,5.0,,12.0,3.0
2016-03-30,,1.0,,3.0,,2.0,1.0,11.0,3.0
2016-03-31,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,3.0
2016-04-01,2.0,2.0,3.0,4.0,,5.0,1.0,5.0,2.0
2016-04-02,,5.0,2.0,1.0,,2.0,2.0,13.0,2.0
2016-04-03,1.0,1.0,,,1.0,1.0,3.0,11.0,5.0
2016-04-04,3.0,2.0,1.0,1.0,,3.0,,6.0,2.0
2016-04-05,,,1.0,2.0,2.0,5.0,,8.0,1.0
2016-04-06,2.0,1.0,,4.0,1.0,1.0,,10.0,
2016-04-07,1.0,1.0,2.0,1.0,,2.0,,7.0,5.0
2016-04-08,2.0,1.0,,1.0,2.0,2.0,,10.0,
2016-04-09,4.0,,3.0,4.0,1.0,11.0,4.0,14.0,4.0
2016-04-10,,,,,,3.0,2.0,9.0,1.0
2016-04-11,,1.0,,2.0,,,1.0,4.0,1.0
2016-04-12,1.0,,,2.0,1.0,2.0,1.0,10.0,
2016-04-13,3.0,1.0,1.0,3.0,10.0,2.0,,9.0,1.0
2016-04-14,,2.0,,,,1.0,,3.0,1.0
2016-04-15,1.0,1.0,1.0,2.0,,5.0,1.0,8.0,
2016-04-16,1.0,3.0,2.0,2.0,7.0,15.0,5.0,29.0,2.0
2016-04-17,1.0,5.0,1.0,3.0,,2.0,1.0,12.0,
2016-04-18,,1.0,2.0,1.0,,1.0,,7.0,
2016-04-19,1.0,1.0,1.0,2.0,,2.0,5.0,7.0,
2016-04-20,,4.0,1.0,4.0,,1.0,1.0,9.0,3.0
2016-04-21,,1.0,,,3.0,3.0,1.0,8.0,
2016-04-22,7.0,4.0,2.0,1.0,1.0,,1.0,12.0,
2016-04-23,2.0,1.0,5.0,2.0,3.0,4.0,6.0,22.0,2.0
2016-04-24,,1.0,,3.0,2.0,2.0,3.0,9.0,2.0
2016-04-25,3.0,1.0,1.0,,,,2.0,5.0,
2016-04-26,2.0,1.0,,,,1.0,1.0,9.0,1.0
2016-04-27,,1.0,1.0,,2.0,3.0,4.0,26.0,2.0
2016-04-28,,4.0,2.0,,4.0,1.0,,5.0,2.0
2016-04-29,3.0,2.0,,4.0,3.0,6.0,8.0,11.0,2.0
2016-04-30,1.0,6.0,1.0,5.0,5.0,3.0,6.0,27.0,7.0
2016-05-01,,,,,,,,,
2016-05-02,,,,1.0,2.0,3.0,3.0,6.0,1.0
2016-05-03,3.0,3.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0
2016-05-04,3.0,4.0,3.0,2.0,3.0,4.0,2.0,15.0,4.0
2016-05-05,,,,,,,,,
2016-05-06,4.0,4.0,,2.0,4.0,2.0,2.0,24.0,6.0
2016-05-07,3.0,4.0,1.0,3.0,1.0,3.0,2.0,26.0,3.0
2016-05-08,2.0,5.0,3.0,1.0,4.0,1.0,2.0,6.0,3.0
2016-05-09,,1.0,,4.0,,1.0,1.0,6.0,3.0
2016-05-10,,1.0,1.0,1.0,2.0,1.0,,10.0,
2016-05-11,1.0,2.0,1.0,1.0,1.0,2.0,1.0,20.0,2.0
2016-05-12,1.0,2.0,3.0,1.0,4.0,,1.0,4.0,
2016-05-13,1.0,1.0,3.0,2.0,5.0,3.0,4.0,9.0,1.0
2016-05-14,6.0,3.0,3.0,2.0,2.0,3.0,4.0,22.0,6.0
2016-05-15,2.0,4.0,,1.0,,5.0,1.0,21.0,2.0
2016-05-16,,,,,,,,,
2016-05-17,1.0,2.0,2.0,2.0,2.0,2.0,,9.0,1.0
2016-05-18,,5.0,2.0,1.0,1.0,1.0,2.0,9.0,
2016-05-19,1.0,2.0,,1.0,3.0,,2.0,6.0,
2016-05-20,1.0,2.0,3.0,1.0,,1.0,13.0,11.0,1.0
2016-05-21,5.0,3.0,1.0,4.0,3.0,13.0,5.0,21.0,9.0
2016-05-22,3.0,,1.0,1.0,,1.0,,12.0,4.0
